	SubjectID1	SubjectID2	Group1	Group2	Distance
20	MN28Feb6	MN3Mar3	yes	no	0.46704280089317673
21	MN28Feb6	MN1Mar3	yes	no	0.29854944005999967
22	MN28Feb6	MN28Feb2	yes	no	0.48240066817802174
23	MN28Feb6	MN28Feb3	yes	no	0.6319055005369287
24	MN28Feb6	MN3Mar7	yes	no	0.5542468508701656
25	MN28Feb6	MN1Mar8	yes	no	0.4961051357662741
26	MN28Feb6	MN1Mar4	yes	no	0.7209674945028721
27	MN28Feb6	MN1Mar6	yes	no	0.3906625530536758
28	MN28Feb6	MN1Mar14	yes	no	0.6030306645984966
29	MN28Feb6	MN1Mar11	yes	no	0.4692927881091585
30	MN28Feb6	MN1Mar12	yes	no	0.41331583343276457
31	MN28Feb6	MN28Feb5	yes	no	0.5754853665604173
32	MN28Feb6	MN28Feb7	yes	no	0.7300356247975863
33	MN1Mar10	MN1Mar13	yes	no	0.7599502275555252
34	MN1Mar10	MN1Mar5	yes	no	0.703802819302163
35	MN1Mar10	MN28Feb4	yes	no	0.7471491639252049
36	MN1Mar10	MN1Mar9	yes	no	0.5696388088704042
37	MN1Mar10	MN1Mar15	yes	no	0.6565871784819405
38	MN1Mar10	MN3Mar3	yes	no	0.5734569689944944
39	MN1Mar10	MN1Mar3	yes	no	0.6753882080215453
40	MN1Mar10	MN28Feb2	yes	no	0.7343651456525815
41	MN1Mar10	MN28Feb3	yes	no	0.5144288952903676
42	MN1Mar10	MN3Mar7	yes	no	0.6569621763512707
43	MN1Mar10	MN1Mar8	yes	no	0.7256890585848944
44	MN1Mar10	MN1Mar4	yes	no	0.5860534883324526
45	MN1Mar10	MN1Mar6	yes	no	0.7217345355992295
46	MN1Mar10	MN1Mar14	yes	no	0.6633882762029761
47	MN1Mar10	MN1Mar11	yes	no	0.6154055942863961
48	MN1Mar10	MN1Mar12	yes	no	0.6636439565684286
49	MN1Mar10	MN28Feb5	yes	no	0.6053488332452657
50	MN1Mar10	MN28Feb7	yes	no	0.6269453014471509
51	MN1Mar16	MN1Mar13	yes	no	0.4761279765455878
52	MN1Mar16	MN1Mar5	yes	no	0.7574956960471816
53	MN1Mar16	MN28Feb4	yes	no	0.3961170675166618
54	MN1Mar16	MN1Mar9	yes	no	0.5708149385514855
55	MN1Mar16	MN1Mar15	yes	no	0.6951096868767791
56	MN1Mar16	MN3Mar3	yes	no	0.5502752825268038
57	MN1Mar16	MN1Mar3	yes	no	0.677348424156681
58	MN1Mar16	MN28Feb2	yes	no	0.7658820120340225
59	MN1Mar16	MN28Feb3	yes	no	0.571871750728689
60	MN1Mar16	MN3Mar7	yes	no	0.4397702285782467
61	MN1Mar16	MN1Mar8	yes	no	0.4493667649615627
62	MN1Mar16	MN1Mar4	yes	no	0.5882182487599502
63	MN1Mar16	MN1Mar6	yes	no	0.6127635638433873
64	MN1Mar16	MN1Mar14	yes	no	0.4409974943324186
65	MN1Mar16	MN1Mar11	yes	no	0.6995244345202584
66	MN1Mar16	MN1Mar12	yes	no	0.5223208959040005
67	MN1Mar16	MN28Feb5	yes	no	0.5940477610922665
68	MN1Mar16	MN28Feb7	yes	no	0.5940818518076602
69	MN1Mar7	MN1Mar13	yes	no	0.5499684660882609
70	MN1Mar7	MN1Mar5	yes	no	0.22078851824705542
71	MN1Mar7	MN28Feb4	yes	no	0.6018545349174153
72	MN1Mar7	MN1Mar9	yes	no	0.6616666950755962
73	MN1Mar7	MN1Mar15	yes	no	0.7548707109618695
74	MN1Mar7	MN3Mar3	yes	no	0.43532139021937377
75	MN1Mar7	MN1Mar3	yes	no	0.34162305895989226
76	MN1Mar7	MN28Feb2	yes	no	0.29532786745529854
77	MN1Mar7	MN28Feb3	yes	no	0.5927352685496106
78	MN1Mar7	MN3Mar7	yes	no	0.5114459576934222
79	MN1Mar7	MN1Mar8	yes	no	0.4916051613343106
80	MN1Mar7	MN1Mar4	yes	no	0.6139056028090749
81	MN1Mar7	MN1Mar6	yes	no	0.3614809006767007
82	MN1Mar7	MN1Mar14	yes	no	0.5521502718734552
83	MN1Mar7	MN1Mar11	yes	no	0.38957165016107864
84	MN1Mar7	MN1Mar12	yes	no	0.4569860398520463
85	MN1Mar7	MN28Feb5	yes	no	0.5668945062812143
86	MN1Mar7	MN28Feb7	yes	no	0.7293197197743194
87	MN3Mar2	MN1Mar13	yes	no	0.7455809910170965
88	MN3Mar2	MN1Mar5	yes	no	0.7384389861421242
89	MN3Mar2	MN28Feb4	yes	no	0.7334617416946495
90	MN3Mar2	MN1Mar9	yes	no	0.6311725501559651
91	MN3Mar2	MN1Mar15	yes	no	0.6781325106107352
92	MN3Mar2	MN3Mar3	yes	no	0.6352122999301141
93	MN3Mar2	MN1Mar3	yes	no	0.7456150817324901
94	MN3Mar2	MN28Feb2	yes	no	0.759882046124738
95	MN3Mar2	MN28Feb3	yes	no	0.648149726422009
96	MN3Mar2	MN3Mar7	yes	no	0.6343429866875756
97	MN3Mar2	MN1Mar8	yes	no	0.7299674433667991
98	MN3Mar2	MN1Mar4	yes	no	0.729473127993591
99	MN3Mar2	MN1Mar6	yes	no	0.7672456406497691
100	MN3Mar2	MN1Mar14	yes	no	0.6836552065045085
101	MN3Mar2	MN1Mar11	yes	no	0.7702626689621082
102	MN3Mar2	MN1Mar12	yes	no	0.7298140351475275
103	MN3Mar2	MN28Feb5	yes	no	0.7643308844836109
104	MN3Mar2	MN28Feb7	yes	no	0.7889273356401384
105	MN1Mar2	MN1Mar13	yes	no	0.40573064925767466
106	MN1Mar2	MN1Mar5	yes	no	0.6276100703973273
107	MN1Mar2	MN28Feb4	yes	no	0.4706393713672081
108	MN1Mar2	MN1Mar9	yes	no	0.6679905227811206
109	MN1Mar2	MN1Mar15	yes	no	0.7722058397395469
110	MN1Mar2	MN3Mar3	yes	no	0.5873489355174119
111	MN1Mar2	MN1Mar3	yes	no	0.5847409957897967
112	MN1Mar2	MN28Feb2	yes	no	0.7000187498934665
113	MN1Mar2	MN28Feb3	yes	no	0.6449792898903983
114	MN1Mar2	MN3Mar7	yes	no	0.5707126664053045
115	MN1Mar2	MN1Mar8	yes	no	0.45628718018647624
116	MN1Mar2	MN1Mar4	yes	no	0.7024903267595071
117	MN1Mar2	MN1Mar6	yes	no	0.5995193209129493
118	MN1Mar2	MN1Mar14	yes	no	0.6098317623195323
119	MN1Mar2	MN1Mar11	yes	no	0.6284964289975625
120	MN1Mar2	MN1Mar12	yes	no	0.508036886154056
121	MN1Mar2	MN28Feb5	yes	no	0.6094056283771115
122	MN1Mar2	MN28Feb7	yes	no	0.7377742171919478
